개방자치단체코드,관리번호,인허가일자,인허가취소일자,영업상태코드,영업상태명,상세영업상태코드,상세영업상태명,폐업일자,휴업시작일자,휴업종료일자,재개업일자,전화번호,소재지면적,소재지우편번호,지번주소,도로명주소,도로명우편번호,사업장명,최종수정일자,데이터갱신구분,데이터갱신일자,업태구분명,좌표정보(X),좌표정보(Y),축산업무구분명,축산물가공업구분명,축산일련번호,권리주체일련번호,총인원
3230000,323000001020190003,20190524,,01,영업/정상,0000,정상,,,,,,0,,서울특별시 송파구 거여동 20-5번지 정림빌딩 ,서울특별시 송파구 오금로 473, 정림빌딩 (거여동),05744,온마음 동물메디컬센터,20190524104001,I,2019-05-26 02:20:55.0,,212481.114279018    ,443607.250431617    ,동물병원,,,000,
3230000,323000001020200001,20200212,,01,영업/정상,0000,정상,,,,,,,,서울특별시 송파구 가락동 479번지 헬리오시티 ,서울특별시 송파구 송파대로 345, 3B동 28,29호 (가락동, 헬리오시티),05698,헬리오동물병원,20200212151218,I,2020-02-14 00:23:30.0,,209394.231297346    ,443951.236927017    ,동물병원,,,000,
3230000,323000001020200002,20200311,,01,영업/정상,0000,정상,,,,,,0,,서울특별시 송파구 송파동 122-7,서울특별시 송파구 가락로 169, 1층 102호 (송파동),05664,라온펫동물병원,20221011161553,U,2021-10-30 23:03:00.0,,209999.117811662,444657.925461296,,,,,
3230000,323000001020200003,20200825,,01,영업/정상,0000,정상,,,,,02-443-6933,,,서울특별시 송파구 오금동 151-1 재상빌딩 ,서울특별시 송파구 동남로 282, 재상빌딩 1층 (오금동),05740,채움동물의료센터,20210518162123,U,2021-05-20 02:40:00.0,,212051.906562678    ,444267.350914749    ,동물병원,,,000,
3230000,323000001020200004,20200915,,01,영업/정상,0000,정상,,,,,02-402-3270,,,서울특별시 송파구 문정동 652-5 문정아이파크 ,서울특별시 송파구 법원로4길 6, 문정아이파크 128-9호 (문정동),05855,동물병원알루,20200915143937,I,2020-09-17 00:23:12.0,,,,동물병원,,,000,
3230000,323000001020200005,20201118,,01,영업/정상,0000,정상,,,,,070-4349-3357,0,,서울특별시 송파구 잠실동 242-2,서울특별시 송파구 석촌호수로 104, 1층 (잠실동),05566,도그마루 동물병원,20220701103156,U,2021-12-07 00:03:00.0,,207751.128125715,445064.487860419,,,,,
3230000,323000001020210001,20210824,,01,영업/정상,0000,정상,,,,,02-407-7579,0,,서울특별시 송파구 장지동 884 위례2차아이파크 ,서울특별시 송파구 위례광장로 230, 119,120호 (장지동, 위례2차아이파크),05849,위례 별 동물의료센터,20210824162937,I,2021-08-26 00:22:50.0,,212681              ,442001              ,동물병원,,,000,0
3230000,323000001020210002,20210906,,01,영업/정상,0000,정상,,,,,02-2088-2878,0,,서울특별시 송파구 오금동 95-1 이화빌딩,서울특별시 송파구 중대로 320, 이화빌딩 1층 (오금동),05720,엘 동물병원,20220624111309,U,2021-12-05 22:06:00.0,,211776.359911923,445161.729493138,,,,,
3230000,323000001020220001,20220125,,01,영업/정상,0000,정상,,,,,02-415-7555,,,서울특별시 송파구 방이동 115-4 금천빌딩 ,서울특별시 송파구 오금로 185, 금천빌딩 1층 (방이동),05642,송파 마리동물병원,20220125150815,I,2022-01-27 00:22:39.0,,210092.736422553    ,445214.179933705    ,동물병원,,,000,0
3230000,323000001020220002,20220125,,01,영업/정상,0000,정상,,,,,,,,서울특별시 송파구 송파동 122-7 ,서울특별시 송파구 가락로 169, B01(지하)호 (송파동),05664,서울송파 동물병원,20220125161353,I,2022-01-27 00:22:39.0,,209999.117811662    ,444657.925461296    ,동물병원,,,000,0
3230000,323000001020220003,20220331,,01,영업/정상,0000,정상,,,,,02-830-1494,0,,서울특별시 송파구 방이동 180-3 올림픽타워빌,서울특별시 송파구 백제고분로 506, 4층 (방이동, 올림픽타워빌),05627,베를린 동물치과센터,20220825150159,U,2021-12-07 22:07:00.0,,210147.649377402,445888.044710065,,,,,
3230000,323000001020220004,20220504,,01,영업/정상,0000,정상,,,,,02-6956-5259,,,서울특별시 송파구 오금동 1 홍일빌딩,서울특별시 송파구 양재대로 1164, 홍일빌딩 2층 (오금동),05652,엘리트 동물의료센터,20220504133855,I,2021-12-05 00:06:00.0,,211282.308702926,445435.901904076,,,,,
3230000,323000001020220005,20220523,,01,영업/정상,0000,정상,,,,,02-420-9993,,,서울특별시 송파구 송파동 103-29,서울특별시 송파구 가락로 162, 1층 (송파동),05675,한양동물병원,20220523175501,I,2021-12-04 22:05:00.0,,209960.669881595,444566.344556444,,,,,
3230000,323000001020220006,20220629,,01,영업/정상,0000,정상,,,,,02-6953-7587,32.66,,서울특별시 송파구 잠실동 27 잠실주공아파트,서울특별시 송파구 송파대로 567, 상가동 1층 106호 (잠실동, 잠실주공아파트),05503,잠실동물병원,20220711183539,U,2021-12-06 23:03:00.0,,208317.419891103,445894.98085039,,,,,
3230000,323000001020220007,20220705,,01,영업/정상,0000,정상,,,,,02-448-6400,367.09,,서울특별시 송파구 거여동 605-4,서울특별시 송파구 위례송파로 77, 위례우성어반타워 3층 303~307호 (거여동),05790,24시 스탠다드 동물의료센터,20220705163539,I,2021-12-07 00:07:00.0,,,,,,,,
