개방자치단체코드,관리번호,인허가일자,인허가취소일자,영업상태코드,영업상태명,상세영업상태코드,상세영업상태명,폐업일자,휴업시작일자,휴업종료일자,재개업일자,전화번호,소재지면적,소재지우편번호,지번주소,도로명주소,도로명우편번호,사업장명,최종수정일자,데이터갱신구분,데이터갱신일자,업태구분명,좌표정보(X),좌표정보(Y),축산업무구분명,축산물가공업구분명,축산일련번호,권리주체일련번호,총인원
3140000,3.14E+17,20010810,,3,폐업,2,폐업,20120515,,,,,0,,서울특별시 양천구 목동 907-10번지 현대파리지앙 121호 ,서울특별시 양천구 목동서로 57 (목동현대파리지앙 121호),,목동동물병원,2.01205E+13,I,59:59.0,,189311.0225,448276.1425,동물병원,,,0,
3140000,3.14E+17,20011220,,3,폐업,2,폐업,20070322,,,,2652-5475,0,,서울특별시 양천구 신정동 117-37번지 ,서울특별시 양천구 신목로 78 (신정동),,슈슈애견동물병원,2.00703E+13,I,59:59.0,,188813.8095,446610.6321,동물병원,,,0,
3140000,3.14E+17,20020502,,3,폐업,2,폐업,20030414,,,,2643-0283,0,,서울특별시 양천구 목동 919-7번지 한국까르프 1층 ,서울특별시 양천구 목동서로 170 (목동한국까르프 1층),,닥터펫 동물병원,2.00309E+13,I,59:59.0,,188729.1905,447572.61,동물병원,,,0,
3140000,3.14E+17,20020503,,1,영업/정상,0,정상,,,,,2649-0774,0,,서울특별시 양천구 목동 805-1 ,서울특별시 양천구 등촌로 16 (목동),7966,필동물종합병원,2.02107E+13,U,40:00.0,,187920.9605,447697.3416,동물병원,,,0,0
3140000,3.14E+17,20020511,,3,폐업,2,폐업,20200319,,,,2601-8275,0,,서울특별시 양천구 신월동 502-5번지 ,서울특별시 양천구 중앙로 291 (신월동),,애니케어동물병원,2.02003E+13,U,40:00.0,,186815.2456,446670.5125,동물병원,,,0,
3140000,3.14E+17,20020605,,1,영업/정상,0,정상,,,,,2645-1475,0,,서울특별시 양천구 목동 613-8번지 혜인빌딩 ,서울특별시 양천구 등촌로 218 혜인빌딩 (목동),7946,혜인종합 동물병원,2.01901E+13,U,40:00.0,,187903.9895,449662.9091,동물병원,,,0,
3140000,3.14E+17,20020607,,3,폐업,2,폐업,20060222,,,,2648-7997,0,,서울특별시 양천구 목동 405-280번지 ,서울특별시 양천구 오목로 318 (목동),,메디펫종합 동물병원,2.00602E+13,I,59:59.0,,188670.2674,446940.3528,동물병원,,,0,
3140000,3.14E+17,20021213,,3,폐업,2,폐업,20110602,,,,2645-7611,45,,서울특별시 양천구 신정동 323번지 세림프라자 106호 ,서울특별시 양천구 목동서로 387 (신정동세림프라자 106호),,하나 동물병원,2.01106E+13,I,59:59.0,,187646.6298,445993.3326,동물병원,,,0,
3140000,3.14E+17,20030219,,3,폐업,2,폐업,20080801,,,,2642-5994,41.1,,서울특별시 양천구 신정동 88-27번지 ,서울특별시 양천구 신목로 59 (신정동),,이지동물병원,2.00808E+13,I,59:59.0,,188685.9782,446512.724,동물병원,,,0,
3140000,3.14E+17,20030219,,3,폐업,2,폐업,20130402,,,,2694-9550,61.9,,서울특별시 양천구 신월동 116-14번지 ,서울특별시 양천구 월정로 137 (신월동),,다정종합동물병원,2.01304E+13,I,59:59.0,,185562.9519,447671.8358,동물병원,,,0,
3140000,3.14E+17,20030414,,3,폐업,2,폐업,20080715,,,,2690-5673,43.7,,서울특별시 양천구 신월동 446-4번지 ,서울특별시 양천구 월정로 46 (신월동),,햇살동물병원,2.00807E+13,I,59:59.0,,185992.295,446855.11,동물병원,,,0,
3140000,3.14E+17,20030415,,3,폐업,2,폐업,20161221,,,,2643-8204,75,,서울특별시 양천구 신정동 1052-3번지 ,서울특별시 양천구 중앙로 230 (신정동),8091,바우동물병원,2.01612E+13,I,59:59.0,,187079.3751,446116.6293,동물병원,,,0,
3140000,3.14E+17,20030422,,3,폐업,2,폐업,20030701,,,,,0,,서울특별시 양천구 목동 919-7   번지 한국까르프 1층 ,,,닥터펫 동물병원,2.00307E+13,I,59:59.0,,,,동물병원,,,0,
3140000,3.14E+17,20030422,,1,영업/정상,0,정상,,,,,2697-7576,76.3,,서울특별시 양천구 신정동 987-3 1층 ,서울특별시 양천구 오목로 198-1 (신정동1층),,신정 동물병원,2.02011E+13,U,40:00.0,,187507.5025,447012.9668,동물병원,,,0,
3140000,3.14E+17,20030424,,1,영업/정상,0,정상,,,,,2642-8653,52.5,,서울특별시 양천구 목동 657-21번지 등촌빌딩 ,서울특별시 양천구 등촌로 172 등촌빌딩 A동 102호 (목동),7951,토론토 동물병원,2.01901E+13,U,40:00.0,,187788.8226,449204.6352,동물병원,,,0,
3140000,3.14E+17,20030718,,3,폐업,2,폐업,20040712,,,,,42.6,,서울특별시 양천구 목동 919-7   번지 한국까르프 목동점 1층 ,,,닥터펫동물병원,2.00407E+13,I,59:59.0,,,,동물병원,,,0,
3140000,3.14E+17,20030814,,3,폐업,2,폐업,20031118,,,,,0,,서울특별시 양천구 신정동 1267번지 뉴목동프라자 113호 ,서울특별시 양천구 신정로 312 (신정동뉴목동프라자 113호),,하릅강아지 동물병원,2.00311E+13,I,59:59.0,,187158.467,445678.0763,동물병원,,,0,
3140000,3.14E+17,20040930,,3,폐업,2,폐업,20060605,,,,2608-9090,49.2,,서울특별시 양천구 신정동 1267번지 뉴목동프라자 113호 ,서울특별시 양천구 신정로 312 (신정동뉴목동프라자 113호),,하릅강아지 동물병원,2.00606E+13,I,59:59.0,,187158.467,445678.0763,동물병원,,,0,
3140000,3.14E+17,20031210,,1,영업/정상,0,정상,,,,,2062-1110,32.9,,서울특별시 양천구 목동 773-3 106호 ,서울특별시 양천구 목동중앙로 43 (목동106호),,리즈동물병원,2.02011E+13,U,40:00.0,,188394.9766,447929.3481,동물병원,,,0,
3140000,3.14E+17,20040117,,1,영업/정상,0,정상,,,,,2643-7882,56,,서울특별시 양천구 신정동 337-7 ,서울특별시 양천구 목동남로4길 6-11 (신정동),8104,참사랑동물병원,2.02105E+13,U,40:00.0,,188002.8358,445120.1228,동물병원,,,0,
3140000,3.14E+17,20040316,,3,폐업,2,폐업,20130131,,,,2642-8655,70,,서울특별시 양천구 목동 808-5   번지 대원칸타빌 상가 ,,,비비펫 동물병원,2.01301E+13,I,59:59.0,,,,동물병원,,,0,
3140000,3.14E+17,20040630,,3,폐업,2,폐업,20060317,,,,2655-2258,51.1,,서울특별시 양천구 목동 515-1번지 ,서울특별시 양천구 공항대로 636 (목동),,행복한 동물병원,2.00603E+13,I,59:59.0,,188918.5354,449389.2086,동물병원,,,0,
3140000,3.14E+17,20040802,,3,폐업,2,폐업,20050310,,,,2643-0283,42.6,,서울특별시 양천구 목동 919-7   번지 한국까르푸 목동점 1층 ,,,덕터펫 동물병원,2.00503E+13,I,59:59.0,,,,동물병원,,,0,
3140000,3.14E+17,20040922,,1,영업/정상,0,정상,,,,,2692-8255,97.7,,서울특별시 양천구 신월동 546-25 ,서울특별시 양천구 신월로 149 (신월동),8032,파란종합 동물병원,2.0201E+13,U,40:00.0,,185810.0659,446160.8663,동물병원,,,0,
3140000,3.14E+17,20050408,,3,폐업,2,폐업,20051024,,,,,42.6,,서울특별시 양천구 목동 919-7   번지 한국까르푸 1층 ,,,닥터펫 동물병원,2.0051E+13,I,59:59.0,,,,동물병원,,,0,
3140000,3.14E+17,20050726,,3,폐업,2,폐업,20060525,,,,2647-8572,36,,서울특별시 양천구 목동 923-15  번지 동문굿모닝탑 상가 106호 ,,,다솜동물병원,2.00605E+13,I,59:59.0,,,,동물병원,,,0,
3140000,3.14E+17,20051124,,3,폐업,2,폐업,20061221,,,,02-2643-0283,0,,서울특별시 양천구 목동 919-7번지 한국까르푸 1층 ,서울특별시 양천구 목동서로 170 (목동한국까르푸 1층),,Dr.Pet 동물병원,2.00612E+13,I,59:59.0,,188729.1905,447572.61,동물병원,,,0,
3140000,3.14E+17,20060214,,1,영업/정상,0,정상,,,,,2606-1990,25.16,,서울특별시 양천구 신월동 972-6 ,서울특별시 양천구 지양로 52 (신월동),8040,일오삼동물병원,2.02011E+13,U,40:00.0,,185337.1914,446489.3607,동물병원,,,0,
3140000,3.14E+17,20060216,,3,폐업,2,폐업,20070412,,,,2654-7345,52,,서울특별시 양천구 신정동 151-20번지 ,서울특별시 양천구 목동로 17 (신정동),,펫서비스동물병원,2.00704E+13,I,59:59.0,,188528.0338,445390.8691,동물병원,,,0,
3140000,3.14E+17,20060320,,1,영업/정상,0,정상,,,,,2655-2258,0,,서울특별시 양천구 목동 515-1 ,서울특별시 양천구 공항대로 636 (목동),7968,행복한동물병원,2.02011E+13,U,40:00.0,,188918.5354,449389.2086,동물병원,,,0,
3140000,3.14E+17,20060630,,1,영업/정상,0,정상,,,,,2651-8575,28,,서울특별시 양천구 목동 601-6 ,서울특별시 양천구 목동중앙북로 37 (목동),7947,미니주동물병원,2.02011E+13,U,40:00.0,,188251.3097,449540.7811,동물병원,,,0,
3140000,3.14E+17,20060927,,3,폐업,2,폐업,20080801,,,,02-2647-7501,38,,서울특별시 양천구 목동 907번지 현대월드상가 101-1 ,서울특별시 양천구 목동서로 77 (목동현대월드상가 101-1),,행복동물병원,2.00808E+13,I,59:59.0,,189151.208,448200.0677,동물병원,,,0,
3140000,3.14E+17,20070212,,3,폐업,2,폐업,20071231,,,,02-2643-0283,24,,서울특별시 양천구 목동 919-7번지 2층 ,서울특별시 양천구 목동서로 170 (목동2층),,닥터펫동물병원,2.00712E+13,I,59:59.0,,188729.1905,447572.61,동물병원,,,0,
3140000,3.14E+17,20070327,,1,영업/정상,0,정상,,,,,02-2652-1865,40,,서울특별시 양천구 신정동 117-37 ,서울특별시 양천구 신목로 78 (신정동),8009,리더스 동물병원,2.02011E+13,U,40:00.0,,188813.8095,446610.6321,동물병원,,,0,
3140000,3.14E+17,20071010,,3,폐업,2,폐업,20190906,,,,2642-7588,,,서울특별시 양천구 신정동 1007-10번지 ,서울특별시 양천구 목동로 161 (신정동 덕수프라자),8023,우리들 동물메디컬 센터,2.01909E+13,U,40:00.0,,187991.2641,446750.9648,동물병원,,,0,
3140000,3.14E+17,20071203,,3,폐업,2,폐업,20081015,,,,2645-7582,28,,서울특별시 양천구 목동 917-6번지 행복한세상백화점 지하2층 ,서울특별시 양천구 목동동로 309 (목동행복한세상백화점 지하2층),,쿨펫동물병원,2.0081E+13,I,59:59.0,,188977.1711,447466.355,동물병원,,,0,
3140000,3.14E+17,20080418,,3,폐업,2,폐업,20090831,,,,2643-0283,43.12,,서울특별시 양천구 목동 919-7번지 홈에버 목동점 1층 ,서울특별시 양천구 목동서로 170 (목동홈에버 목동점 1층),,닥터펫 동물병원,2.00908E+13,I,59:59.0,,188729.1905,447572.61,동물병원,,,0,
3140000,3.14E+17,20080723,,1,영업/정상,0,정상,,,,,2690-5673,44.55,,서울특별시 양천구 신월동 446-4번지 ,서울특별시 양천구 월정로 46 (신월동),7936,햇살동물병원,2.01901E+13,U,40:00.0,,185992.295,446855.11,동물병원,,,0,
3140000,3.14E+17,20080822,,3,폐업,2,폐업,20110811,,,,2608-5886,42.9,,서울특별시 양천구 신월동 512-7   번지 ,,,킴스동물병원,2.01108E+13,I,59:59.0,,,,동물병원,,,0,
3140000,3.14E+17,20081021,,1,영업/정상,0,정상,,,,,2645-7582,28,,서울특별시 양천구 목동 917-6 지하2층 ,서울특별시 양천구 목동동로 309 (목동),7997,행복한세상동물병원,2.02106E+13,U,40:00.0,,188977.1711,447466.355,동물병원,,,0,
3140000,3.14E+17,20081107,,3,폐업,2,폐업,20141202,,,,2651-1855,50,,서울특별시 양천구 목동 506-7번지 ,서울특별시 양천구 목동중앙본로 113 (목동),7948,대현동물병원,2.01412E+13,I,59:59.0,,188540.1745,449290.7331,동물병원,,,0,
3140000,3.14E+17,20090218,,3,폐업,2,폐업,20120720,,,,2604-0156-8,270,,서울특별시 양천구 신정동 898-2번지 ,서울특별시 양천구 목동로 231 (신정동),7937,리베 동물의료센터,2.01207E+13,I,59:59.0,,187866.52,447451.5957,동물병원,,,0,
3140000,3.14E+17,20090420,,3,폐업,2,폐업,20090701,,,,,40,,서울특별시 양천구 목동 962번지 트라팰리스 1층 ,서울특별시 양천구 오목로 299 (목동트라팰리스 1층),,쿨펫이마트목동점,2.00907E+13,I,59:59.0,,188472.7592,447091.856,동물병원,,,0,
3140000,3.14E+17,20090703,,1,영업/정상,0,정상,,,,,2645-2727,40,,서울특별시 양천구 목동 962 목동트라팰리스 ,서울특별시 양천구 오목로 299 목동트라팰리스 (목동),8001,쿨펫이마트 목동점 동물병원,2.02106E+13,U,40:00.0,,188472.7592,447091.856,동물병원,,,0,
3140000,3.14E+17,20090916,,3,폐업,2,폐업,20101129,,,,02-2643-0283,0,,서울특별시 양천구 목동 919-0007번지 ,,,닥터펫 동물병원,2.01011E+13,I,59:59.0,,188729.1905,447572.61,동물병원,,,0,
3140000,3.14E+17,20091217,,1,영업/정상,0,정상,,,,,2645-7588,79.8,,서울특별시 양천구 목동 907번지 현대월드타워 160호,서울특별시 양천구 목동서로 77 현대월드타워 160호 (목동),7983,가나종합동물병원,2.01912E+13,U,40:00.0,,189151.208,448200.0677,동물병원,,,0,
3140000,3.14E+17,20110216,,3,폐업,2,폐업,20110426,,,,2643-0283,62,,서울특별시 양천구 목동 919-7   번지 홈플러스 2층 ,,,닥터펫동물병원,2.01104E+13,I,59:59.0,,,,동물병원,,,0,
3140000,3.14E+17,20110502,,1,영업/정상,0,정상,,,,,2643-0283,62,,서울특별시 양천구 목동 919-7 홈플러스목동점 ,서울특별시 양천구 목동서로 170 홈플러스목동점 (목동),7992,닥터펫동물병원,2.02011E+13,U,40:00.0,,188729.1905,447572.61,동물병원,,,0,
3140000,3.14E+17,20110607,,3,폐업,2,폐업,20170228,,,,2645-7611,44.8,,서울특별시 양천구 신정동 323번지 세림프라자 106호 ,서울특별시 양천구 목동서로 387 (신정동세림프라자 106호),,하나동물병원,2.01702E+13,I,59:59.0,,187646.6298,445993.3326,동물병원,,,0,
3140000,3.14E+17,20120507,,1,영업/정상,0,정상,,,,,2644-0069,0,,서울특별시 양천구 신정동 995-4번지 ,서울특별시 양천구 목동로 181 (신정동),8022,상아동물병원,2.01412E+13,I,59:59.0,,187943.595,446944.9,동물병원,,,0,
3140000,3.14E+17,20120517,,1,영업/정상,0,정상,,,,,2648-8275,47.84,,서울특별시 양천구 목동 907-10번지 ,서울특별시 양천구 목동서로 57 (목동),7983,목동 동물병원,2.01904E+13,U,40:00.0,,189311.0225,448276.1425,동물병원,,,0,
3140000,3.14E+17,20120720,,3,폐업,2,폐업,20140113,,,,2604-0256,314,,서울특별시 양천구 신정동 898-2번지 ,서울특별시 양천구 목동로 231 (신정동),7937,리베동물 의료센터,2.01401E+13,I,59:59.0,,187866.52,447451.5957,동물병원,,,0,
3140000,3.14E+17,20130129,,3,폐업,2,폐업,20181219,,,,2699-1222,97.32,,서울특별시 양천구 신정동 1267번지 목동뉴프라자 112113호 ,서울특별시 양천구 신정로 312 (신정동),8106,푸른들동물병원,2.01812E+13,U,40:00.0,,187158.467,445678.0763,동물병원,,,0,
3140000,3.14E+17,20130405,,3,폐업,2,폐업,20180503,,,,2694-9550,76,,서울특별시 양천구 신월동 116-14번지 ,서울특별시 양천구 월정로 137 (신월동),7923,가스펠동물병원,2.01805E+13,I,59:59.0,,185562.9519,447671.8358,동물병원,,,0,
3140000,3.14E+17,20130530,,3,폐업,2,폐업,20181022,,,,2647-1772,259.64,,서울특별시 양천구 목동 783-2번지 12층 ,서울특별시 양천구 등촌로 58 12층 (목동),7965,하니동물병원,2.0181E+13,U,35:54.0,,187890.2511,448106.5715,동물병원,,,L00,
3140000,3.14E+17,20130627,,3,폐업,2,폐업,20150401,,,,2062-9725,33.6,,서울특별시 양천구 목동 948번지 목동2차월드메르디앙 상가 지층 103호 ,서울특별시 양천구 목동중앙본로1길 5 (목동 목동2차월드메르디앙 상가 지층 103호),7961,아람동물병원,2.01504E+13,I,59:59.0,,188477.8614,448479.2798,동물병원,,,0,
3140000,3.14E+17,20130716,,1,영업/정상,0,정상,,,,,2643-7579,57.86,,서울특별시 양천구 목동 603-2번지 대우마이빌 102호 ,서울특별시 양천구 공항대로 552 (목동 대우마이빌 102호),7946,오라고동물병원,2.01307E+13,I,59:59.0,,188169.1801,449701.8026,동물병원,,,0,
3140000,3.14E+17,20140114,,3,폐업,2,폐업,20150130,,,,2604-0156,,,서울특별시 양천구 신정동 898-2번지 ,서울특별시 양천구 목동로 231 (신정동),7937,리베동물의료센터,2.01501E+13,I,59:59.0,,187866.52,447451.5957,동물병원,,,0,
3140000,3.14E+17,20141201,,1,영업/정상,0,정상,,,,,6348-1982,31.5,,서울특별시 양천구 목동 799-1번지 1층 ,서울특별시 양천구 목동중앙서로 42 1층 (목동),7967,팜랜드동물병원,2.01412E+13,I,59:59.0,,188306.4323,447851.7394,동물병원,,,0,
3140000,3.14E+17,20141203,,1,영업/정상,0,정상,,,,,2651-1855,54.45,,서울특별시 양천구 목동 531-13번지 101호,서울특별시 양천구 목동중앙본로 100 101호 (목동),7973,대현동물병원,2.01506E+13,I,59:59.0,,188520.9024,449143.102,동물병원,,,0,
3140000,3.14E+17,20141219,,1,영업/정상,0,정상,,,,,6959-8448,105.57,,서울특별시 양천구 신월동 130-5번지 1층 ,서울특별시 양천구 남부순환로 421 1층 (신월동),7921,서서울호수동물병원,2.01903E+13,U,40:00.0,,185117.7946,447574.3646,동물병원,,,0,
3140000,3.14E+17,20150202,,3,폐업,2,폐업,20170105,,,,2604-0156,329.18,,서울특별시 양천구 신정동 898-2번지 12층 ,서울특별시 양천구 목동로 231 12층 (신정동),7937,홍익동물병원,2.01701E+13,I,59:59.0,,187866.52,447451.5957,동물병원,,,0,
3140000,3.14E+17,20150824,,1,영업/정상,0,정상,,,,,2644-8878,166,,서울특별시 양천구 목동 903번지 목동신시가지아파트3단지 상가동 105호 204호 ,서울특별시 양천구 목동서로 100 상가동 105 204호 (목동 목동신시가지아파트3단지),7982,파리스동물병원,2.01908E+13,U,40:00.0,,188700.8512,448020.091,동물병원,,,0,
3140000,3.14E+17,20151023,,1,영업/정상,0,정상,,,,,2694-8275,149.42,,서울특별시 양천구 신정동 1320-2번지 신정프라자 203호,서울특별시 양천구 신정이펜2로 22 203호 (신정동 신정프라자),8049,구름동물병원,2.01601E+13,I,59:59.0,,185125.9577,445643.8741,동물병원,,,0,
3140000,3.14E+17,20151203,,1,영업/정상,0,정상,,,,,2650-8275,58.93,,서울특별시 양천구 신정동 321-6번지 센트럴프라자 104호,서울특별시 양천구 목동서로 349 104호 (신정동 센트럴프라자),8095,공원옆동물병원,2.01512E+13,I,59:59.0,,188039.5434,446149.1972,동물병원,,,0,
3140000,3.14E+17,20160829,,1,영업/정상,0,정상,,,,,02-2061-5277,0,,서울특별시 양천구 신정동 1028-4번지 ,서울특별시 양천구 신월로 320 (신정동),8082,밀리언동물병원,2.01903E+13,U,40:00.0,,187241.6411,446575.5016,동물병원,,,0,
3140000,3.14E+17,20161025,,1,영업/정상,0,정상,,,,,02-2604-0156,0,,서울특별시 양천구 목동 408-115 ,서울특별시 양천구 오목로 280 1층 (목동),8003,리베동물메디컬센터,2.02108E+13,U,40:00.0,,188281.8815,446999.7215,동물병원,,,0,0
3140000,3.14E+17,20170118,,1,영업/정상,0,정상,,,,,02-2643-8204,0,,서울특별시 양천구 신정동 1052-3 ,서울특별시 양천구 중앙로 230 (신정동),8091,다온동물병원,2.02101E+13,U,40:00.0,,187079.3751,446116.6293,동물병원,,,0,
3140000,3.14E+17,20170302,,3,폐업,2,폐업,20190115,,,,02-2645-7611,0,,서울특별시 양천구 신정동 323번지 세림프라자 106호,서울특별시 양천구 목동서로 387 세림프라자 106호 (신정동),8093,하나동물병원,2.01901E+13,U,40:00.0,,187646.6298,445993.3326,동물병원,,,0,
3140000,3.14E+17,20170309,,1,영업/정상,0,정상,,,,,2642-1239,44.8,,서울특별시 양천구 신정동 329 목동신시가지아파트14단지 B상가 117호,서울특별시 양천구 목동동로 130 117 118호 (신정동 목동신시가지아파트14단지),8018,페토브 동물병원,2.02106E+13,U,40:00.0,,188467.2154,446003.9412,동물병원,,,0,
3140000,3.14E+17,20170410,,1,영업/정상,0,정상,,,,,02-2601-8875,168.5,,서울특별시 양천구 신정동 1182-11 ,서울특별시 양천구 중앙로 237 1층 (신정동),8073,24시 서울 탑 동물병원,2.02009E+13,U,40:00.0,,186990.0704,446176.8104,동물병원,,,0,
3140000,3.14E+17,20170628,,1,영업/정상,0,정상,,,,,8464597,0,,서울특별시 양천구 목동 507-2 덕수프라자 ,서울특별시 양천구 목동중앙북로 73 덕수프라자 2층 (목동),7947,두암동물병원,2.0201E+13,U,40:00.0,,188563.7467,449409.1436,동물병원,,,0,
3140000,3.14E+17,20170703,,1,영업/정상,0,정상,,,,,02-2060-0999,0,,서울특별시 양천구 신정동 202-13 쌍용빌딩 4층 ,서울특별시 양천구 목동남로2길 21 쌍용빌딩 4층 (신정동),8104,캐슬동물종합병원,2.02011E+13,U,40:00.0,,187953.8602,445073.762,동물병원,,,0,
3140000,3.14E+17,20181024,,1,영업/정상,0,정상,,,,,02-2647-1772,259.64,,서울특별시 양천구 목동 783-2 ,서울특별시 양천구 등촌로 58 (목동),7965,하니동물병원,2.02112E+13,U,40:00.0,,187890.2511,448106.5715,동물병원,,,0,0
3140000,3.14E+17,20190129,,1,영업/정상,0,정상,,,,,02-2643-2777,0,,서울특별시 양천구 목동 721-1번지 목동한강팰리스 ,서울특별시 양천구 등촌로 114 목동한강팰리스 1층 (목동),7957,가온동물병원,2.01901E+13,I,21:05.0,,187917.0972,448665.2572,동물병원,,,0,
3140000,3.14E+17,20190828,,1,영업/정상,0,정상,,,,,02-2642-7588,0,,서울특별시 양천구 신정동 1007-10,서울특별시 양천구 목동로 161 (신정동),8023,우리들동물메디컬센터,2.02207E+13,U,04:00.0,,187991.2641,446750.9648,,,,,
3140000,3.14E+17,20191205,,1,영업/정상,0,정상,,,,,02-2690-7579,98.17,,서울특별시 양천구 신월동 984-1번지 인산빌딩 ,서울특별시 양천구 지양로 7 인산빌딩 1층 (신월동),8044,해맞이 동물병원,2.01912E+13,I,23:27.0,,185585.9902,446145.0947,동물병원,,,0,
3140000,3.14E+17,20191227,,1,영업/정상,0,정상,,,,,02-2642-7588,,,서울특별시 양천구 신정동 1006-3번지 4층 ,서울특별시 양천구 목동로 171 4층 (신정동),8023,우리들 노령동물 암센터,2.01912E+13,I,23:26.0,,187971.4032,446833.6139,동물병원,,,0,
3140000,3.14E+17,20200410,,1,영업/정상,0,정상,,,,,02-6949-0413,106.2,,서울특별시 양천구 목동 753-12번지 ,서울특별시 양천구 목동중앙로 89 1층 (목동),7961,봄날동물병원,2.02004E+13,U,40:00.0,,188605.7627,448342.9432,동물병원,,,0,
